Entity,Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mozambique,MOZ,16.68711308,15.93447572,13.26312412,10.7487296,10.65512562,11.15250499,12.02048507,14.46007936,17.95705778,20.01588931,20.68300512,20.47067945,18.51020618,16.19045043,14.18259524,11.93133555,9.454613783,7.819043611,5.893713074,5.316206748,4.941504326,3.947299041,39.95798193,59.72918069,51.99498389,45.30537308,38.68266479,51.8803841,61.67088055,59.5593924,63.6578042,56.61868359,46.75325329,45.31986543,45.49064838,51.98706661,53.6196519,45.27609194,36.76626192,34.13260127,32.79884642,30.47765175,35.03897653,41.45909736,44.27022745,53.91504373,61.02148135,62.36779348,60.68898922,61.35942135
Myanmar,MMR,123.6728704,123.6872401,123.7251615,123.6062095,123.7303488,123.8389267,123.2493529,124.102767,124.1646599,121.4806317,126.6630094,124.3503387,113.4285471,97.84379918,97.07353847,91.86350463,102.8767871,98.00542295,91.14499886,96.51697318,93.89992932,93.99755989,92.10250079,97.07355172,90.22838964,94.41564434,97.6176906,94.02477349,93.25178158,92.28309404,87.09189406,90.64504282,96.53415542,98.23518219,83.48874615,82.3490822,88.62424104,106.2998549,121.2073175,125.3589603,109.6372178,103.6785048,100.2143395,97.94030957,103.7264335,97.556588,94.87388045,82.19752675,82.7490819,83.47556107
Namibia,NAM,90.19685208,90.95718215,86.67467364,92.9586962,93.23816713,93.82117483,95.24437378,97.60435184,101.0152288,114.2857139,118.1818182,152.362467,125.529222,113.7955306,145.0019892,147.0221704,144.1725963,129.017531,132.187462,143.2450518,158.8747561,93.37833253,86.29103573,75.46366086,86.12228085,83.52014303,84.2879649,82.10268648,76.16145482,64.8852158,105.4554935,114.4003275,132.1907526,113.6505035,107.3063312,125.5331775,95.79825623,99.84495655,97.56847163,101.8675643,90.6022652,100.6929019,104.557272,105.8292163,115.6720941,122.3109422,128.9703076,119.8967331,96.28185682,93.90604787
Nauru,NRU,13.20711679,14.53345202,13.5789367,16.98264552,15.99781527,23.14833194,25.89906505,27.0721586,27.06603152,28.81542552,31.44064195,33.83819952,31.62795891,32.90967029,31.35518569,32.82887705,33.10874361,33.72719609,33.96465747,33.93206055,32.97945901,36.38474104,44.01471744,47.5259419,57.57319202,61.11901275,60.35156769,66.53228794,58.94458857,54.55682116,57.86443095,55.79990895,46.23069673,44.24784298,46.14730535,44.06289658,44.76183487,44.57927502,46.03620635,47.07944776,45.98505999,41.82837704,43.658321,48.14596964,52.25518442,53.09527498,48.75137751,51.36345941,55.08457899,54.92592114
Nepal,NPL,86.44669844,85.37282044,82.69210216,85.65271662,98.02897992,90.09246403,92.23818958,88.79606496,85.86568657,94.54879467,99.82914428,104.8743649,104.508804,104.8192863,110.5432642,114.4831309,97.1324969,95.67442344,99.98769211,106.0394977,104.0333696,105.1094043,101.9996779,98.94112318,102.9507348,107.8186116,108.7329706,114.3407597,112.5520232,114.4018843,125.5219499,120.0387648,113.4573979,111.9200094,117.6086275,122.8066577,127.7721514,130.457871,131.059892,116.8895497,131.5220741,142.4717733,149.2684152,149.5493313,150.0537554,157.816576,148.8586647,156.0282112,158.8232102,156.2244599
Netherlands,NLD,115.3910585,102.0416515,81.76463028,77.62015908,90.20303848,85.81619345,77.18046305,77.09639053,65.98962835,73.85502308,75.90564355,77.28131749,68.47251903,66.33351144,76.02400209,73.15717866,57.21339758,55.99992621,60.51457029,66.22625505,57.31929864,52.29085165,48.20042142,54.66973244,55.04205383,54.21064512,54.75649838,56.15901797,51.71641901,56.39405817,60.36657675,58.18438583,56.13308164,61.88797501,58.58118431,61.910388,68.0203589,72.17429689,67.91742443,56.07715703,68.16848239,66.84452207,63.75339131,58.8723435,58.95779793,59.67105124,59.16706423,59.26530447,59.36780664,59.26672511
New Caledonia,NCL,47.15649745,43.33333333,44.67821782,47.04625574,53.06282466,52.58995307,55.91182365,53.81374864,52.30769231,59.23780785,58.93363348,59.48394653,58.00873571,57.58193971,65.4791213,60.08323254,52.77034839,50.05294091,48.06733873,51.6835265,52.58051387,54.62190403,59.25372563,57.63201516,58.98579762,56.91484387,55.11617096,55.24739062,57.89547586,61.40123113,68.51749862,67.23382435,62.65599456,57.91476935,58.79993271,58.01945561,59.56586409,58.37106494,64.33705839,55.16162079,58.22527208,59.18045779,57.02757137,56.05302522,55.19348016,54.79872998,52.21052709,53.85017156,55.94194989,55.62536177
New Zealand,NZL,32.0060604,31.38964861,37.39043645,39.33739528,40.74333237,37.02660804,37.21492181,39.72394946,37.75807111,40.61229272,36.28554822,36.24791281,23.83253304,28.0416327,25.96800073,20.79456747,18.61702128,14.59227468,42.63951044,55.25406482,40.6326824,41.79681634,39.46711735,38.41790316,44.43569096,50.10838517,55.14026945,65.9490665,64.82863462,71.03159155,69.68090906,65.90941578,66.02901974,70.68637277,76.41379441,81.46876692,87.30967084,93.02573026,96.79398475,86.99361041,100.3640585,111.8274539,115.1772885,110.9842079,106.6982002,98.19416459,93.81372782,96.38058644,93.62119054,95.07601203
Nicaragua,NIC,26.8191842,26.17574147,27.64547003,37.1687455,36.27834839,37.46854297,35.59999261,34.79345401,39.04130829,43.69890138,43.73232477,39.65698261,39.22905361,33.31347078,34.34331697,36.78205376,35.19635606,39.38006087,36.33521011,35.70837944,36.29994029,30.43644638,28.58864531,25.53178096,33.74263136,34.30326667,35.17623807,33.00253928,35.16865739,30.74272158,34.38304742,32.84722429,30.40751285,32.68309631,36.5899552,38.09064306,36.3653547,36.21593948,40.71454998,51.13268399,54.28513628,52.28734346,46.72254697,47.11594643,45.99281998,44.80707831,37.4174887,39.12503292,37.83795259,39.71295599
Niger,NER,10.24020945,9.637794399,9.485529852,11.5973041,15.39974507,15.5418552,15.42222277,16.50423518,15.86315434,15.39813176,17.44309595,18.17172618,13.77983316,10.04496861,9.380541231,10.39197861,9.135845722,19.49533511,16.94060969,34.18261726,30.92474008,37.02160486,38.22738831,33.71975493,23.05923645,39.52837841,40.25772925,51.46101079,39.27860747,34.45783118,48.99559947,49.68050029,40.03516859,49.33496486,31.89587044,33.05946007,42.5665658,39.33693151,40.79683535,36.05871041,43.32075684,53.27795833,44.53236805,31.04885995,30.88519372,21.44692967,20.72252296,26.34589909,33.0012587,34.02387783
Nigeria,NGA,13.67853447,13.67853446,13.67853447,13.67853447,13.67853446,13.67853447,13.67853446,13.67853447,13.67853446,13.67853446,13.67853447,13.67853447,13.67853447,13.67853446,13.67853447,13.67853446,13.92715692,16.57182378,20.66583207,17.00062734,19.28081603,20.61135371,12.89099526,12.97560976,12.45283019,9.461883406,10.61214953,14.11299435,14.39682539,11.44936709,14.25,17.02547771,17.07058824,16.92934783,17.10096154,17.03363253,16.9765625,17.03705219,17.01574907,17.00978792,17.02086306,17.01546669,17.01537256,17.0172341,17.01602445,17.01621037,17.01648964,17.01624149,17.01631383,17.01634832
North Korea,PRK,,,,,,,,,,,,,,,,,,,,,46.37004685,31.55308771,68.037874,65.29803752,61.85706358,54.15248459,47.71980461,63.07303819,69.60275143,67.33477464,80.16017359,71.47791102,71.5339281,71.06934865,80.87041833,85.84081974,92.55185978,106.0931904,111.5701123,87.17713712,97.88127631,113.1920333,112.2151022,104.8570777,112.5381234,113.6986086,116.1856012,124.1374534,133.7301475,137.2764481
North Macedonia,MKD,73.57587676,72.08567791,69.1462199,75.19934117,82.39647823,77.98707004,80.2986962,77.67188009,71.60417897,76.17656569,79.48403759,78.36022279,76.85401595,74.74853055,75.77623073,76.74119224,70.55900109,65.7335696,65.50767674,71.16399839,72.58955005,70.67601416,67.66765917,68.04898293,68.72842697,68.32551514,71.12050002,73.06254052,72.02276866,70.00858821,74.65160822,73.27946067,67.61040495,66.55282393,69.00876042,70.81357818,72.35584982,73.18422942,74.8893594,67.05479681,68.24955942,69.67339293,68.21740367,67.54661985,68.66328283,69.85916543,68.94031531,69.16442464,71.07418589,72.14649965
Norway,NOR,93.35207317,97.92167644,103.1250148,108.1464142,112.3658906,118.2408475,83.22803796,79.24841149,82.39310778,78.06661926,76.69810903,78.94961872,77.47880545,69.46150097,66.75054431,67.49456242,57.73282127,56.55724508,57.56100048,58.13852313,60.17591241,62.78043224,64.75234929,65.5003816,62.76818007,64.22023592,68.99325067,71.4774427,73.93135831,72.43036394,79.60149766,81.04493112,77.02193134,82.55567245,90.24170816,89.34129443,87.83695267,96.4710964,95.66123154,85.28254523,110.0713756,115.8869915,116.6361065,128.8583298,98.26290098,91.34832309,78.74317838,86.3906764,90.45041575,94.26878801
Oman,OMN,13.66494363,13.84441132,12.03561661,22.05231555,23.45142349,24.62554517,22.00922482,20.67920617,21.22415115,24.98442569,27.29189236,26.73984575,23.81050918,26.37586083,25.36382575,25.21471524,24.64230254,25.02080157,25.3147607,26.17874809,26.64686386,27.05086885,28.82281874,29.47496308,26.87511682,27.48829433,29.15648047,28.03160273,25.87786428,24.58939532,26.09973372,28.17988725,28.33399904,30.47439971,28.11363776,32.70936641,35.68172966,32.99042857,35.59420149,32.07184826,32.86892658,32.93990515,32.80550221,33.33359838,30.90124462,27.65467252,25.30623068,25.85283685,28.54200392,29.58179022
Pakistan,PAK,68.31149507,68.31150813,68.31116987,68.31044758,68.31125642,68.31309425,68.3115945,68.30946867,68.30682259,68.3152983,68.32228386,68.30408023,68.29884469,68.29361418,68.35766355,68.35722632,68.21304195,68.27266353,68.26747138,68.67792227,68.35503424,67.49212816,68.57076029,68.24151954,70.73016738,66.74059262,67.2537997,63.93660868,55.72202921,68.77082657,147.3937186,122.6574289,121.9507193,117.3150972,128.9187237,125.5693829,132.1730292,121.522463,131.4902022,118.9527067,126.9104896,143.1962809,151.0272007,146.9642762,152.7736852,134.6442517,125.302975,127.1155325,123.5591812,120.7196677
Palau,PLW,68.59303205,75.56239476,84.66453527,94.17427563,85.92419651,98.73412219,91.22601018,100.0405378,91.11804978,94.56843544,83.08699288,99.00151681,88.95039606,92.77692116,83.88145774,84.97841508,82.28540865,90.95084739,86.97460997,85.81414778,86.2006858,86.44513991,87.27708619,86.54233397,86.45587873,91.48592665,89.2685359,90.33725198,88.99159251,96.34528938,87.63909496,82.72597847,76.25288261,76.39868952,81.12359062,83.83635406,82.63747359,91.99924343,79.47991902,75.15119285,68.49765016,67.2495329,66.92932735,66.27131812,67.73983717,70.78096819,65.42251418,68.44866071,71.40127545,69.20515631
Palestine,PSE,153.6064386,150.6117926,150.4361187,148.8262148,197.0139024,196.9952719,180.3798022,180.2710883,165.6934325,173.6850233,177.3473423,172.1154841,156.7182624,122.9293373,120.6708691,123.759459,128.1729897,127.5343583,118.0239979,131.5162288,146.0054441,167.6559565,173.1631462,166.9704944,171.71294,175.4736332,162.9813322,173.0182408,157.7411825,132.1461313,140.1329403,136.4425425,127.6856474,120.2014682,129.4297975,142.252551,143.8722668,149.5704526,166.6985438,138.9799996,148.2740271,162.4875614,158.0584215,137.6340093,119.0906572,99.9366829,87.40831361,87.42787685,89.69092824,84.16352806
Panama,PAN,72.57136677,73.94749216,74.73742322,76.23659964,82.57542067,81.40016234,79.51509005,84.38987459,78.82716707,84.30558655,88.72303309,88.53736676,88.6707788,87.79733087,91.53489139,94.08646655,93.79381074,91.7960851,93.98186289,91.98197169,88.43660628,93.14927171,93.55253094,89.58981337,94.29758117,100.392846,107.8036922,99.20810915,102.8616217,116.0068039,115.4222633,117.5815868,116.749204,117.4214749,126.210682,130.5950875,145.1489954,141.9912454,128.3401734,113.8145305,128.535704,124.0046059,114.0502145,91.75822118,87.94217366,99.40989587,102.9922943,99.78461118,95.84024904,91.28002383
Papua New Guinea,PNG,33.65085415,31.61693853,30.04828541,31.91125197,35.97193391,34.06007452,35.20146385,45.26070418,43.69575618,40.30228861,36.16971851,30.91888418,33.82520786,25.44642739,40.58861171,52.22049786,62.99791917,65.70112721,77.37598283,74.18108013,78.45786017,73.50400196,71.32208239,91.03091604,92.55776401,99.66929941,85.76153739,78.43773348,83.86052877,63.51857447,66.27203796,60.41011998,68.15271719,72.40839818,72.96142697,79.52979812,82.24451151,79.00113742,76.16045106,67.38767266,77.95021769,76.44206376,72.56032526,70.63643775,67.62884495,64.5139591,65.39041155,68.6778314,70.67576709,69.23414066
Paraguay,PRY,42.82992534,37.15226395,36.52727883,37.23302232,46.21676678,41.39449503,40.79320113,48.80332986,51.50130548,59.21052632,56.33187773,48.7424313,46.7983368,47.13329509,42.38139312,44.65571303,33.4304583,26.95216516,29.83185649,30.76744992,29.77826439,26.89716742,28.20860493,29.00176607,29.15003636,30.92721785,31.65420409,33.46954585,32.95302179,33.20577656,35.53803216,35.06440143,35.24918133,37.62461033,41.93607827,47.35731748,51.78505603,55.68811328,58.43376739,48.11192962,51.67280894,55.98828028,52.61989526,49.78714245,46.85312109,45.16276869,45.3888412,47.51355036,48.9137033,47.12189258
Peru,PER,37.26050149,35.73842442,34.23374258,38.90584519,45.8756978,42.27536363,39.16369752,39.60922693,40.01383366,42.30735682,45.66502685,44.70950112,40.8180512,43.4271127,42.97126028,40.08657303,42.47415826,46.22046413,48.34783,51.12379034,53.34972827,54.47638816,55.38530196,62.49715091,64.87495764,70.67481994,78.75056476,95.26254184,98.66223067,94.90945903,104.7298563,98.90893846,102.4350744,101.8493294,102.6425129,97.87855414,94.94082754,86.61940975,76.28226992,65.59038642,71.41949026,67.69791656,64.8994444,60.24528933,61.47163213,62.69000877,65.50474323,71.89593428,76.05875261,72.17515365
Philippines,PHL,48.94209392,49.17064916,49.03183141,48.52238822,47.78989435,50.19570501,50.31342495,48.33774706,45.97516838,44.12742738,62.2247562,50.90202555,38.459359,34.16227341,34.88872252,36.88072088,36.80131061,42.45337559,44.96352731,35.58556252,45.31661511,44.2340647,41.43678655,40.56470853,40.780541,43.7219614,45.55229603,50.54575167,56.73913652,54.11160364,60.86858352,58.15676069,60.98737525,69.44621508,71.4456575,70.53052406,77.97071527,80.83145545,80.90576094,75.2677976,81.92942708,86.95123019,89.26527711,90.56423542,93.47053956,95.42632551,100.0809236,104.5544982,107.4202649,106.3637969
Poland,POL,43.21347453,44.6741213,46.23246446,47.23714213,53.94142002,41.5330895,37.71446231,40.52807886,41.13040986,50.73328412,54.23524993,55.57614473,55.7622016,58.92764129,64.41209264,61.51640188,54.02006602,59.57585504,63.19938176,64.86889695,65.0555928,60.36660031,56.30727825,54.17523253,57.17735986,59.91447216,60.20980505,62.3049515,63.83089886,63.31432982,67.45299799,65.09195518,62.30825942,61.13894749,63.20459367,62.94450456,68.54705312,69.94611758,72.07574292,61.49269353,67.78329546,73.099544,76.05083887,78.11443462,80.28230788,80.49089438,79.27422963,84.43914052,86.42876093,86.78232742
Portugal,PRT,107.0550387,106.410633,103.2305491,109.9362925,123.7389337,123.8957541,119.0343326,139.4826023,135.745817,139.641725,139.9296295,143.6114986,141.3530099,136.2029764,139.2093013,138.9346614,131.9701005,133.2301149,134.8959429,144.1645461,149.9581922,151.8167456,140.3677905,129.0467748,129.1107118,131.0110346,123.3629741,124.3094396,125.3717223,133.9339224,136.4365927,140.421703,135.2598763,147.1850691,147.0618756,146.0649457,149.7124684,146.1896852,145.272658,133.1303639,128.9647524,131.105203,128.1276584,126.7789165,125.6606908,127.6916678,129.6718221,132.2256064,131.8818896,130.4356209
Puerto Rico,PRI,93.92730496,93.97492741,93.80260795,94.00437963,94.11779459,93.28564961,94.60969468,94.45803944,90.78921472,97.07362973,99.79764854,96.71502788,95.88160982,89.17178564,83.92114523,80.86436289,73.38117762,73.37704918,65.62627963,70.84180217,85.5703195,80.97860792,86.56582351,80.79846449,78.64992736,87.6679495,83.50921883,84.44703823,91.05813019,85.73296979,89.61265972,94.96867168,88.46972363,90.16494869,90.37242166,94.74530536,98.5711086,96.11424669,89.43311702,80.1440562,86.0702466,98.72167145,105.7463434,102.3832081,99.03437474,93.70760417,89.54760013,88.2993679,87.98606864,86.55425064
Qatar,QAT,5.297446944,5.014033171,5.402685319,25.76731469,33.00809164,34.43710984,31.96273847,32.82034881,32.51057943,37.28882579,41.0528368,48.68688418,38.72975911,41.50167283,44.01229259,44.82269687,41.46485386,40.70161264,37.88551607,35.91158306,39.44973303,36.00023128,58.85349478,46.91432807,47.71530397,55.95230321,60.37946526,62.74022835,53.47724912,59.92656734,70.71250429,73.49696435,76.04920396,76.51254522,80.21387107,59.36054945,61.68362593,63.50515667,65.17481466,58.47283377,71.23555837,79.87144449,79.94242963,80.52440486,82.76815645,82.6575055,83.29794962,85.06415174,86.17344157,84.55986923
Romania,ROU,,,,,,,,,,,,,,,,,,,,,38.09511925,27.70195058,116.6257699,72.44441541,53.73840354,54.79770486,47.58156165,46.92272049,55.38085202,68.90131043,67.61208108,60.67868013,59.2235358,58.55504001,56.03307613,56.16311671,54.20296994,51.20476513,52.86479392,47.96563213,49.86737566,47.90101563,47.10946991,46.19334298,47.69890265,49.25356978,46.41843275,46.77606909,51.16762693,49.261851
Russia,RUS,21.28592065,17.61623427,17.38046114,16.20176585,17.1032714,20.70241658,26.16311607,24.58490997,29.71761421,33.71874094,31.44579082,24.33404623,27.5110512,24.91661005,24.87725288,23.62609538,25.42001377,21.27159815,21.05451165,19.36949865,20.77421849,26.9057888,25.37076497,27.49297632,73.93551423,36.72225783,33.15760476,32.73456701,25.46164435,27.36111111,27.54342432,29.27669346,27.59358289,29.30434783,33.52769679,34.22982885,33.15128345,35.98382749,37.53531073,36.81761787,37.24446934,39.55964191,40.37848182,42.52373418,43.74888849,45.07477243,49.51073463,53.6781908,55.82067968,57.95125094
Rwanda,RWA,111.3477198,110.6630307,116.1082978,107.271831,108.6089661,132.4440964,96.96880474,96.4139995,96.33546115,98.15695285,116.3146007,107.254832,92.60862309,99.76440101,100.8628802,97.98016282,113.7072521,123.0306355,118.0945506,114.7760444,110.151991,113.6620574,106.2804196,105.3876215,97.01856813,103.1200415,105.9975001,99.52532627,95.92027531,93.95466203,98.93146406,93.8134426,91.8104852,100.2339107,90.54808275,97.95220569,92.16050146,90.87007399,96.65464138,79.80407997,86.04576698,84.5115643,88.4421214,92.94143795,88.403546,91.8717585,92.50660653,90.92730365,91.76855625,91.73415547
Saint Kitts and Nevis,KNA,129.6383851,129.0000132,128.4667311,131.4484086,127.0849006,126.866883,140.3934427,113.9943747,136.0463252,134.5319548,132.7162576,112.5844544,101.3411738,95.5955537,95.24534595,93.93262263,108.700215,109.7388755,123.9988105,124.7871449,122.5816245,119.0668802,116.9189493,117.3915805,114.3740115,117.0168333,105.3740423,108.4842712,102.7774474,99.86055105,98.2866458,92.4691513,90.7000223,103.1691697,101.8001062,111.8390608,101.1233387,94.28563147,105.7827845,94.37536658,101.034492,96.62003762,94.33159766,90.20334095,88.61629518,81.85146091,81.04463353,81.51113546,82.7937225,79.56350196
Saint Lucia,LCA,79.8087017,81.05532325,80.80979728,77.56098479,84.7951858,80.07321817,67.81455216,106.4977891,117.1423317,122.1454139,131.0009445,121.2477257,120.9080471,118.3495092,124.0828974,123.2720526,127.130523,117.8124625,129.3886165,119.5767609,115.6327562,101.2984901,103.3693268,95.28345821,94.05920229,95.23975963,97.55841666,103.1071176,103.1916346,102.1718742,91.91427316,89.56610432,85.11290012,85.97707688,87.50250133,89.28421562,88.02052333,89.76010996,92.77239851,86.58024861,84.50962589,83.14605634,85.81744131,84.50621627,95.77198338,92.09414419,95.3524407,89.67110203,92.54201428,92.54703842
Saint Vincent and the Grenadines,VCT,84.20756194,84.20009505,84.25167133,84.17091681,84.17770051,84.40639212,83.92865296,84.19805903,85.09246553,82.49542987,85.00628067,87.77568932,74.70432305,92.53883088,96.08391117,109.1822449,97.89564209,108.5944997,107.3087441,108.0692687,89.24194192,99.93949797,115.1267117,99.94009894,76.97597812,87.5151081,86.18122138,79.93527162,88.15280275,96.6581493,84.51246392,91.21336137,89.59548335,85.07194471,84.33031449,84.18770654,84.09856049,84.20755489,84.61548216,85.02661281,83.84448171,84.24626045,84.66519754,85.07571489,85.49074771,87.68051304,86.08232522,86.41786197,86.72690006,86.40902909
Samoa,WSM,571.3822912,571.3823011,571.3827333,571.3818434,571.3823347,571.3840115,571.3792003,571.383776,571.3890685,571.3647709,571.3974938,571.4049398,571.291876,571.4956651,571.4272827,570.9526805,572.1070292,571.2221361,569.5288738,575.5700796,568.5674577,564.4490863,593.6936935,547.5595911,552.0939734,469.4764864,462.4084622,468.568342,402.8838594,393.7414009,389.0623022,372.2511568,361.3188348,358.9125105,372.650279,367.9823811,390.5431804,397.9697387,420.1426594,385.9595484,368.7426484,345.1573604,335.7856429,321.0910453,314.6902407,321.3640135,320.1460889,313.8503239,309.4879564,312.4838753
San Marino,SMR,38.93336924,34.0026449,32.23487691,37.6362613,45.85464876,33.11173273,41.06663137,56.93127864,68.24780398,81.38985301,73.15440442,73.15434063,73.50560774,71.38827988,79.98927728,67.89833342,70.3389721,63.68176648,85.57214004,113.3757527,86.94403178,96.50303904,111.7073138,111.0356413,106.4576399,120.7100071,117.3247859,122.2760286,102.1371813,119.7487661,130.1116476,65.57511226,65.2406389,62.18209304,62.22757706,55.74056344,68.88924027,67.43421746,73.31790979,67.46924398,75.7940593,78.04283648,69.84852356,64.95010432,63.93635516,67.18200416,80.07150422,76.04095415,72.05432989,68.06802957
Sao Tome and Principe,STP,72.36522027,71.9012222,79.85580937,120.6203289,76.13842919,95.06638242,83.98089581,89.98168407,90.91438812,89.10033037,90.75616435,92.91188016,89.85007633,86.14526942,79.74442425,66.7135242,62.48928638,67.99436639,66.52658395,71.82305743,71.70807559,74.69931533,75.09203458,67.80697439,60.0711928,65.04172721,66.65382007,65.18817183,56.08839261,57.84604882,68.1664488,63.5605705,64.59276651,69.83113036,75.08283666,81.9540533,89.94460386,94.86330039,96.10264242,84.85833495,82.54980694,85.54352028,83.51178818,82.70904908,80.640471,72.07499681,61.86203032,64.19518543,66.5668213,61.50999511
Saudi Arabia,SAU,33.02160147,33.8163615,36.54818028,37.45629337,51.50405576,43.95650294,45.17566752,53.46046027,41.32595674,46.46660471,45.9670846,54.5772966,52.86970926,51.16114959,55.98048252,46.24991742,38.37205854,36.37730246,34.01384299,38.58627565,36.61552077,35.8630005,33.28740826,33.01401119,43.45826858,47.45411023,46.29589813,47.16259189,48.00868572,46.80493295,50.47592531,51.52080591,52.31433178,50.64062973,51.84502859,53.80458064,53.25433853,56.79494896,60.8765165,50.88662965,50.48014796,55.03053203,59.5176077,60.06240663,58.442523,58.11033767,54.10816921,57.70527985,60.51567293,63.28460257
Senegal,SEN,,,,,,,,,,,,,,,,,,,,,22.12367658,23.01711555,20.60989493,22.74401924,25.69743248,13.38823308,29.14639215,34.5576722,42.27911698,26.05756987,22.49217741,56.54781343,56.8663869,61.1703495,74.22977403,73.01692955,76.90795002,75.60519525,78.67948804,66.0218198,76.73116805,78.80903918,85.4708271,87.92027138,92.23141853,97.39576666,101.860025,107.5277191,109.4948657,112.082066
Serbia,SRB,163.5879719,163.4524554,163.5004218,163.8110383,163.0459058,163.6443221,164.7428887,160.7505069,165.4395695,150.4961548,121.5415649,114.5418739,112.7758782,105.9733172,111.7966483,111.9511993,94.31007753,88.86739738,108.8094771,129.6705213,129.235931,120.564618,115.6544055,119.9712112,108.7436916,142.1131612,162.1370157,143.6101123,137.6031612,152.2835081,159.9579394,185.5829384,164.4164788,171.8299523,154.3443884,178.2963862,184.8936224,175.6983106,207.2826621,217.2914051,194.9459458,208.1231965,198.8446786,170.8763933,183.4969151,165.3936224,173.5415846,189.3484962,182.3545138,205.5338372
Seychelles,SYC,64.61255038,61.5602837,58.47797076,57.97933412,61.37012365,59.05644472,51.76730472,50.75282308,52.79403943,57.52860412,61.96895421,51.08733171,37.05831657,27.13851496,21.22421823,22.58274906,24.5382974,28.18720404,34.31059745,42.03132887,46.21592412,46.3521252,45.83152979,43.32025447,55.16027178,45.10134991,53.30378481,29.09443656,35.246422,40.54030817,57.36075886,35.42439772,38.38577362,45.9060014,45.58806741,46.87284028,41.91278956,40.29538324,39.21347741,41.43652614,51.2775481,80.71694705,93.27411885,87.45280099,83.18541109,66.27855465,75.55230458,74.08529383,56.69583064,53.51780502
Sierra Leone,SLE,271.0594799,259.2966709,229.0533948,245.7289623,313.964961,283.5701851,305.899996,326.9837096,334.601961,375.0104062,410.9367752,399.7782683,372.5371676,333.1470387,313.1235263,304.1448457,294.8264605,325.0384746,359.867159,347.5726857,344.3322178,323.8879948,311.3122673,313.4161398,316.2165476,345.4592639,334.9111633,323.8644221,312.0792557,336.4848464,364.3645205,349.2921057,349.746014,377.2185643,401.5237125,420.4305129,425.3633995,394.2884719,437.3267149,358.1928118,369.6855558,379.0986314,369.2129658,367.04178,360.4673192,329.4713989,303.9498594,316.0125708,326.9388345,319.1483816
Singapore,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.8601813,214.6065659,193.4865267,209.6510913,205.914728
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,57.16754124,87.84260992,132.8173605,112.1957041,108.3720992,108.5518294,111.8180287,117.588009,102.0701485,97.48387761,108.7884151,121.6792915,120.3738866,125.147679,139.6503773,147.7278956,164.6262865,166.3295529,162.0708566,136.240691,154.7266369,169.1107094,176.3318351,181.3982024,178.1860616,180.9496075,184.4756813,188.1067214,190.5436365,184.4792494
Slovakia,SVK,59.79020979,67.54098361,67.08860759,58.70786517,68.17288802,67.87878788,69.66101695,75.37414966,71.67832168,98.22537711,102.6868178,123.3915612,122.7251817,123.9943819,123.4551195,120.7260447,127.8019802,134.2896175,137.3569482,170.3694069,103.2300969,115.209761,105.0190014,125.4438526,117.6912114,116.5056361,119.3324061,118.115942,118.01854,118.4883089,118.1871005,118.2332956,118.1818182,61.49737154,75.6358424,84.98098271,91.42634016,99.03096037,106.4485413,90.68551209,122.014681,135.0867695,133.1884421,126.4938464,118.1505286,110.4939575,108.0547802,110.7752595,113.8473593,106.2864635
Slovenia,SVN,28.43137255,34.35717422,36.66666669,46.40943192,50.93373494,46.71981777,40.86681179,30.81395349,30.01834862,36.01558152,21.86148434,15.19767864,22.14626773,24.32463207,15.08361043,21.20632375,28.13833862,33.09218905,20.63912276,11.89365505,6.598113642,4.051161375,4.051209514,2.630934505,2.033153152,2.033046737,2.03262812,2.032619107,1.982865657,1.999824818,2.017780804,2.017778812,2.017778166,1.865109597,1.861819167,2.007645476,2.007185487,1.959742801,1.991670226,1.985105355,1.981212139,1.985490645,1.981644941,1.985878199,1.98485166,1.986100386,1.985610082,1.985520709,1.985743726,1.985624839
Solomon Islands,SLB,45.34699734,46.14135639,46.34565867,46.30162624,54.38199807,55.64957388,54.54778227,53.37331915,55.82468758,58.68546046,60.36836756,56.48828674,51.30098338,44.00498073,47.27197797,51.95626493,50.37402497,48.71415907,49.76183705,46.26985214,41.38101855,37.74938606,37.18901439,38.7764361,40.37615973,43.16592169,46.11134046,46.21421095,48.26373205,46.25811875,50.79124908,54.08358517,59.66758684,51.40184602,51.07800334,53.14910394,60.27723209,63.68311826,72.86538757,55.41826433,55.98898581,60.1126299,60.89969943,64.24175982,64.43450111,61.61707218,60.63817388,57.97390232,59.470334,59.20453606
